gene_name	core	inter	rare	total	details	general_class	specific_class
group_2425	1	0	0	1	Core: 39 Inter:  Rare: 	Core	Lineage specific core
group_2424	1	0	0	1	Core: 29 Inter:  Rare: 	Core	Lineage specific core
group_2422	0	1	0	1	Core:  Inter: 5 Rare: 	Intermediate	Lineage specific intermediate
group_2420	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
group_2414	1	0	0	1	Core: 29 Inter:  Rare: 	Core	Lineage specific core
group_2407	1	0	0	1	Core: 34 Inter:  Rare: 	Core	Lineage specific core
group_2395	1	0	0	1	Core: 45 Inter:  Rare: 	Core	Lineage specific core
group_2393	1	0	0	1	Core: 28 Inter:  Rare: 	Core	Lineage specific core
group_2390	1	0	0	1	Core: 38 Inter:  Rare: 	Core	Lineage specific core
group_2384	1	0	0	1	Core: 39 Inter:  Rare: 	Core	Lineage specific core
group_2383	1	0	0	1	Core: 34 Inter:  Rare: 	Core	Lineage specific core
group_2382	0	1	0	1	Core:  Inter: 11 Rare: 	Intermediate	Lineage specific intermediate
group_2381	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_2379	1	0	0	1	Core: 23 Inter:  Rare: 	Core	Lineage specific core
group_2378	0	1	0	1	Core:  Inter: 17 Rare: 	Intermediate	Lineage specific intermediate
group_2371	1	0	0	1	Core: 32 Inter:  Rare: 	Core	Lineage specific core
group_2368	1	0	0	1	Core: 23 Inter:  Rare: 	Core	Lineage specific core
group_2367	0	1	0	1	Core:  Inter: 15 Rare: 	Intermediate	Lineage specific intermediate
group_2366	0	1	0	1	Core:  Inter: 17 Rare: 	Intermediate	Lineage specific intermediate
group_2361	1	0	0	1	Core: 26 Inter:  Rare: 	Core	Lineage specific core
group_2360	1	0	0	1	Core: 41 Inter:  Rare: 	Core	Lineage specific core
group_2359	1	0	0	1	Core: 42 Inter:  Rare: 	Core	Lineage specific core
group_2353	0	1	0	1	Core:  Inter: 9 Rare: 	Intermediate	Lineage specific intermediate
group_2352	1	0	0	1	Core: 28 Inter:  Rare: 	Core	Lineage specific core
group_2349	0	1	0	1	Core:  Inter: 17 Rare: 	Intermediate	Lineage specific intermediate
group_2343	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_2342	1	0	0	1	Core: 29 Inter:  Rare: 	Core	Lineage specific core
group_2340	0	1	0	1	Core:  Inter: 11 Rare: 	Intermediate	Lineage specific intermediate
group_2329	1	0	0	1	Core: 39 Inter:  Rare: 	Core	Lineage specific core
group_2326	0	1	0	1	Core:  Inter: 15 Rare: 	Intermediate	Lineage specific intermediate
group_2325	0	0	1	1	Core:  Inter:  Rare: 3	Rare	Lineage specific rare
group_2324	1	0	0	1	Core: 29 Inter:  Rare: 	Core	Lineage specific core
group_2323	1	0	0	1	Core: 29 Inter:  Rare: 	Core	Lineage specific core
group_2322	0	1	0	1	Core:  Inter: 9 Rare: 	Intermediate	Lineage specific intermediate
group_2321	0	1	0	1	Core:  Inter: 15 Rare: 	Intermediate	Lineage specific intermediate
group_2320	0	1	0	1	Core:  Inter: 14 Rare: 	Intermediate	Lineage specific intermediate
group_2317	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
yecA	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
group_2315	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_2314	1	0	0	1	Core: 26 Inter:  Rare: 	Core	Lineage specific core
group_2313	1	0	0	1	Core: 30 Inter:  Rare: 	Core	Lineage specific core
group_2312	0	1	0	1	Core:  Inter: 5 Rare: 	Intermediate	Lineage specific intermediate
group_2310	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_2309	1	0	0	1	Core: 36 Inter:  Rare: 	Core	Lineage specific core
group_2305	0	0	1	1	Core:  Inter:  Rare: 3	Rare	Lineage specific rare
group_2302	1	0	0	1	Core: 45 Inter:  Rare: 	Core	Lineage specific core
group_2299	1	0	0	1	Core: 33 Inter:  Rare: 	Core	Lineage specific core
group_2297	1	0	0	1	Core: 25 Inter:  Rare: 	Core	Lineage specific core
group_2292	0	1	0	1	Core:  Inter: 14 Rare: 	Intermediate	Lineage specific intermediate
group_2291	1	0	0	1	Core: 33 Inter:  Rare: 	Core	Lineage specific core
group_2288	0	1	0	1	Core:  Inter: 4 Rare: 	Intermediate	Lineage specific intermediate
group_2284	1	0	0	1	Core: 31 Inter:  Rare: 	Core	Lineage specific core
group_2281	1	0	0	1	Core: 32 Inter:  Rare: 	Core	Lineage specific core
group_2280	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_2279	1	0	0	1	Core: 36 Inter:  Rare: 	Core	Lineage specific core
group_2277	1	0	0	1	Core: 29 Inter:  Rare: 	Core	Lineage specific core
group_2276	0	1	0	1	Core:  Inter: 9 Rare: 	Intermediate	Lineage specific intermediate
group_2272	0	1	0	1	Core:  Inter: 16 Rare: 	Intermediate	Lineage specific intermediate
group_2271	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
group_2268	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_2267	1	0	0	1	Core: 26 Inter:  Rare: 	Core	Lineage specific core
group_2265	1	0	0	1	Core: 39 Inter:  Rare: 	Core	Lineage specific core
group_2263	1	0	0	1	Core: 33 Inter:  Rare: 	Core	Lineage specific core
group_2262	0	0	1	1	Core:  Inter:  Rare: 3	Rare	Lineage specific rare
group_2257	1	0	0	1	Core: 29 Inter:  Rare: 	Core	Lineage specific core
group_2255	0	1	0	1	Core:  Inter: 9 Rare: 	Intermediate	Lineage specific intermediate
group_2253	0	1	0	1	Core:  Inter: 17 Rare: 	Intermediate	Lineage specific intermediate
group_2248	1	0	0	1	Core: 28 Inter:  Rare: 	Core	Lineage specific core
group_2246	1	0	0	1	Core: 42 Inter:  Rare: 	Core	Lineage specific core
group_2245	1	0	0	1	Core: 23 Inter:  Rare: 	Core	Lineage specific core
group_2244	1	0	0	1	Core: 24 Inter:  Rare: 	Core	Lineage specific core
group_2243	0	1	0	1	Core:  Inter: 19 Rare: 	Intermediate	Lineage specific intermediate
group_2235	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
group_2231	1	0	0	1	Core: 39 Inter:  Rare: 	Core	Lineage specific core
group_2230	1	0	0	1	Core: 37 Inter:  Rare: 	Core	Lineage specific core
group_2229	1	0	0	1	Core: 23 Inter:  Rare: 	Core	Lineage specific core
group_2224	1	0	0	1	Core: 28 Inter:  Rare: 	Core	Lineage specific core
group_2223	1	0	0	1	Core: 42 Inter:  Rare: 	Core	Lineage specific core
group_2222	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_2221	0	1	0	1	Core:  Inter: 19 Rare: 	Intermediate	Lineage specific intermediate
group_2219	0	1	0	1	Core:  Inter: 4 Rare: 	Intermediate	Lineage specific intermediate
group_2218	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_2214	1	0	0	1	Core: 34 Inter:  Rare: 	Core	Lineage specific core
group_2212	0	1	0	1	Core:  Inter: 11 Rare: 	Intermediate	Lineage specific intermediate
group_2209	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
group_2205	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
group_2200	1	0	0	1	Core: 28 Inter:  Rare: 	Core	Lineage specific core
group_2199	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_2192	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_2190	1	0	0	1	Core: 39 Inter:  Rare: 	Core	Lineage specific core
group_2188	1	0	0	1	Core: 31 Inter:  Rare: 	Core	Lineage specific core
group_2185	1	0	0	1	Core: 23 Inter:  Rare: 	Core	Lineage specific core
group_2184	1	0	0	1	Core: 23 Inter:  Rare: 	Core	Lineage specific core
group_2181	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_2180	1	0	0	1	Core: 35 Inter:  Rare: 	Core	Lineage specific core
group_2176	1	0	0	1	Core: 24 Inter:  Rare: 	Core	Lineage specific core
group_2174	0	1	0	1	Core:  Inter: 4 Rare: 	Intermediate	Lineage specific intermediate
group_2173	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
group_2169	1	0	0	1	Core: 27 Inter:  Rare: 	Core	Lineage specific core
group_2164	1	0	0	1	Core: 26 Inter:  Rare: 	Core	Lineage specific core
group_2161	0	1	0	1	Core:  Inter: 5 Rare: 	Intermediate	Lineage specific intermediate
group_2155	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
group_2149	0	1	0	1	Core:  Inter: 9 Rare: 	Intermediate	Lineage specific intermediate
virB9	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_2143	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_2142	1	0	0	1	Core: 34 Inter:  Rare: 	Core	Lineage specific core
group_2139	1	0	0	1	Core: 23 Inter:  Rare: 	Core	Lineage specific core
group_2138	0	1	0	1	Core:  Inter: 14 Rare: 	Intermediate	Lineage specific intermediate
group_2123	0	1	0	1	Core:  Inter: 4 Rare: 	Intermediate	Lineage specific intermediate
group_2122	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
gcvA	1	0	0	1	Core: 31 Inter:  Rare: 	Core	Lineage specific core
group_2113	1	0	0	1	Core: 26 Inter:  Rare: 	Core	Lineage specific core
group_2111	0	1	0	1	Core:  Inter: 9 Rare: 	Intermediate	Lineage specific intermediate
group_2108	1	0	0	1	Core: 42 Inter:  Rare: 	Core	Lineage specific core
group_2107	1	0	0	1	Core: 24 Inter:  Rare: 	Core	Lineage specific core
group_2100	1	0	0	1	Core: 26 Inter:  Rare: 	Core	Lineage specific core
group_2096	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_2095	0	1	0	1	Core:  Inter: 15 Rare: 	Intermediate	Lineage specific intermediate
group_2091	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_2089	0	1	0	1	Core:  Inter: 9 Rare: 	Intermediate	Lineage specific intermediate
group_2088	0	1	0	1	Core:  Inter: 11 Rare: 	Intermediate	Lineage specific intermediate
group_2086	1	0	0	1	Core: 21 Inter:  Rare: 	Core	Lineage specific core
group_2085	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
group_2084	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
group_2081	1	0	0	1	Core: 31 Inter:  Rare: 	Core	Lineage specific core
group_2079	1	0	0	1	Core: 32 Inter:  Rare: 	Core	Lineage specific core
group_2078	1	0	0	1	Core: 41 Inter:  Rare: 	Core	Lineage specific core
group_2076	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_2075	0	1	0	1	Core:  Inter: 16 Rare: 	Intermediate	Lineage specific intermediate
group_2073	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
group_2071	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_2070	1	0	0	1	Core: 35 Inter:  Rare: 	Core	Lineage specific core
group_2068	1	0	0	1	Core: 42 Inter:  Rare: 	Core	Lineage specific core
group_2067	0	1	0	1	Core:  Inter: 17 Rare: 	Intermediate	Lineage specific intermediate
group_2065	1	0	0	1	Core: 25 Inter:  Rare: 	Core	Lineage specific core
group_2064	0	0	1	1	Core:  Inter:  Rare: 3	Rare	Lineage specific rare
group_2058	1	0	0	1	Core: 42 Inter:  Rare: 	Core	Lineage specific core
group_2055	0	0	1	1	Core:  Inter:  Rare: 3	Rare	Lineage specific rare
group_2052	0	1	0	1	Core:  Inter: 17 Rare: 	Intermediate	Lineage specific intermediate
group_2050	1	0	0	1	Core: 39 Inter:  Rare: 	Core	Lineage specific core
group_2047	1	0	0	1	Core: 45 Inter:  Rare: 	Core	Lineage specific core
group_2043	0	1	0	1	Core:  Inter: 16 Rare: 	Intermediate	Lineage specific intermediate
group_2042	1	0	0	1	Core: 23 Inter:  Rare: 	Core	Lineage specific core
group_2041	0	1	0	1	Core:  Inter: 19 Rare: 	Intermediate	Lineage specific intermediate
group_2039	0	1	0	1	Core:  Inter: 17 Rare: 	Intermediate	Lineage specific intermediate
group_2030	0	0	1	1	Core:  Inter:  Rare: 3	Rare	Lineage specific rare
group_2029	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
group_2023	1	0	0	1	Core: 26 Inter:  Rare: 	Core	Lineage specific core
group_2018	1	0	0	1	Core: 42 Inter:  Rare: 	Core	Lineage specific core
group_2017	0	1	0	1	Core:  Inter: 16 Rare: 	Intermediate	Lineage specific intermediate
fixB	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
group_2011	0	1	0	1	Core:  Inter: 4 Rare: 	Intermediate	Lineage specific intermediate
csy2	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_2009	0	1	0	1	Core:  Inter: 11 Rare: 	Intermediate	Lineage specific intermediate
group_2008	1	0	0	1	Core: 42 Inter:  Rare: 	Core	Lineage specific core
group_2007	1	0	0	1	Core: 42 Inter:  Rare: 	Core	Lineage specific core
group_2004	0	0	1	1	Core:  Inter:  Rare: 3	Rare	Lineage specific rare
group_1995	1	0	0	1	Core: 42 Inter:  Rare: 	Core	Lineage specific core
group_1994	0	1	0	1	Core:  Inter: 16 Rare: 	Intermediate	Lineage specific intermediate
group_1993	0	1	0	1	Core:  Inter: 16 Rare: 	Intermediate	Lineage specific intermediate
group_1989	1	0	0	1	Core: 32 Inter:  Rare: 	Core	Lineage specific core
group_1986	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_1979	1	0	0	1	Core: 32 Inter:  Rare: 	Core	Lineage specific core
group_1973	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
group_1968	0	1	0	1	Core:  Inter: 16 Rare: 	Intermediate	Lineage specific intermediate
group_1963	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
group_1958	1	0	0	1	Core: 32 Inter:  Rare: 	Core	Lineage specific core
group_1957	1	0	0	1	Core: 32 Inter:  Rare: 	Core	Lineage specific core
relB	1	0	0	1	Core: 24 Inter:  Rare: 	Core	Lineage specific core
group_1956	1	0	0	1	Core: 24 Inter:  Rare: 	Core	Lineage specific core
group_1948	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_1947	1	0	0	1	Core: 35 Inter:  Rare: 	Core	Lineage specific core
group_1945	1	0	0	1	Core: 45 Inter:  Rare: 	Core	Lineage specific core
group_1944	0	1	0	1	Core:  Inter: 9 Rare: 	Intermediate	Lineage specific intermediate
group_1941	0	1	0	1	Core:  Inter: 16 Rare: 	Intermediate	Lineage specific intermediate
group_1939	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
group_1938	0	1	0	1	Core:  Inter: 9 Rare: 	Intermediate	Lineage specific intermediate
group_1933	0	1	0	1	Core:  Inter: 4 Rare: 	Intermediate	Lineage specific intermediate
group_1932	0	1	0	1	Core:  Inter: 4 Rare: 	Intermediate	Lineage specific intermediate
group_1931	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
luxR	1	0	0	1	Core: 29 Inter:  Rare: 	Core	Lineage specific core
deoR	0	1	0	1	Core:  Inter: 16 Rare: 	Intermediate	Lineage specific intermediate
group_1924	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_1920	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
group_1919	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
group_1915	1	0	0	1	Core: 35 Inter:  Rare: 	Core	Lineage specific core
group_1912	1	0	0	1	Core: 33 Inter:  Rare: 	Core	Lineage specific core
group_1911	1	0	0	1	Core: 25 Inter:  Rare: 	Core	Lineage specific core
group_1909	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_1908	0	1	0	1	Core:  Inter: 11 Rare: 	Intermediate	Lineage specific intermediate
group_1906	1	0	0	1	Core: 28 Inter:  Rare: 	Core	Lineage specific core
group_1905	1	0	0	1	Core: 36 Inter:  Rare: 	Core	Lineage specific core
group_1901	1	0	0	1	Core: 31 Inter:  Rare: 	Core	Lineage specific core
group_1899	1	0	0	1	Core: 30 Inter:  Rare: 	Core	Lineage specific core
group_1897	1	0	0	1	Core: 28 Inter:  Rare: 	Core	Lineage specific core
tal	0	1	0	1	Core:  Inter: 16 Rare: 	Intermediate	Lineage specific intermediate
group_1894	1	0	0	1	Core: 25 Inter:  Rare: 	Core	Lineage specific core
group_1891	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
hrgA	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_1890	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
group_1888	1	0	0	1	Core: 39 Inter:  Rare: 	Core	Lineage specific core
group_1886	1	0	0	1	Core: 37 Inter:  Rare: 	Core	Lineage specific core
group_1884	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
group_1883	1	0	0	1	Core: 24 Inter:  Rare: 	Core	Lineage specific core
group_1882	1	0	0	1	Core: 27 Inter:  Rare: 	Core	Lineage specific core
group_1879	0	0	1	1	Core:  Inter:  Rare: 3	Rare	Lineage specific rare
group_1878	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
cas1f	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_1877	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_1876	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_1875	1	0	0	1	Core: 27 Inter:  Rare: 	Core	Lineage specific core
group_1867	1	0	0	1	Core: 43 Inter:  Rare: 	Core	Lineage specific core
group_1866	0	1	0	1	Core:  Inter: 19 Rare: 	Intermediate	Lineage specific intermediate
group_1858	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_1850	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
group_1847	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_1846	0	1	0	1	Core:  Inter: 16 Rare: 	Intermediate	Lineage specific intermediate
group_1845	1	0	0	1	Core: 23 Inter:  Rare: 	Core	Lineage specific core
group_1841	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
group_1840	1	0	0	1	Core: 38 Inter:  Rare: 	Core	Lineage specific core
group_1838	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
group_1836	1	0	0	1	Core: 45 Inter:  Rare: 	Core	Lineage specific core
group_1835	1	0	0	1	Core: 45 Inter:  Rare: 	Core	Lineage specific core
group_1833	1	0	0	1	Core: 34 Inter:  Rare: 	Core	Lineage specific core
group_1830	1	0	0	1	Core: 23 Inter:  Rare: 	Core	Lineage specific core
group_1829	1	0	0	1	Core: 36 Inter:  Rare: 	Core	Lineage specific core
group_1827	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
csy3	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_1819	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
group_1816	1	0	0	1	Core: 29 Inter:  Rare: 	Core	Lineage specific core
acd	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_1808	1	0	0	1	Core: 31 Inter:  Rare: 	Core	Lineage specific core
traU	0	1	0	1	Core:  Inter: 4 Rare: 	Intermediate	Lineage specific intermediate
group_1805	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_1804	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_1803	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_1802	1	0	0	1	Core: 39 Inter:  Rare: 	Core	Lineage specific core
group_1801	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_1797	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_1795	1	0	0	1	Core: 27 Inter:  Rare: 	Core	Lineage specific core
group_1794	0	1	0	1	Core:  Inter: 17 Rare: 	Intermediate	Lineage specific intermediate
group_1791	0	1	0	1	Core:  Inter: 4 Rare: 	Intermediate	Lineage specific intermediate
group_1783	1	0	0	1	Core: 42 Inter:  Rare: 	Core	Lineage specific core
group_1780	0	1	0	1	Core:  Inter: 4 Rare: 	Intermediate	Lineage specific intermediate
group_1774	1	0	0	1	Core: 26 Inter:  Rare: 	Core	Lineage specific core
group_1772	1	0	0	1	Core: 34 Inter:  Rare: 	Core	Lineage specific core
group_1771	1	0	0	1	Core: 34 Inter:  Rare: 	Core	Lineage specific core
group_1768	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_1767	1	0	0	1	Core: 23 Inter:  Rare: 	Core	Lineage specific core
group_1766	1	0	0	1	Core: 36 Inter:  Rare: 	Core	Lineage specific core
group_1763	0	0	1	1	Core:  Inter:  Rare: 3	Rare	Lineage specific rare
group_1758	0	1	0	1	Core:  Inter: 5 Rare: 	Intermediate	Lineage specific intermediate
group_1750	1	0	0	1	Core: 43 Inter:  Rare: 	Core	Lineage specific core
group_1749	1	0	0	1	Core: 36 Inter:  Rare: 	Core	Lineage specific core
group_1747	0	0	1	1	Core:  Inter:  Rare: 3	Rare	Lineage specific rare
group_1746	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
group_1743	1	0	0	1	Core: 39 Inter:  Rare: 	Core	Lineage specific core
group_1739	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
group_1734	1	0	0	1	Core: 38 Inter:  Rare: 	Core	Lineage specific core
group_1729	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_1723	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_1722	0	1	0	1	Core:  Inter: 19 Rare: 	Intermediate	Lineage specific intermediate
group_1721	0	1	0	1	Core:  Inter: 14 Rare: 	Intermediate	Lineage specific intermediate
group_1718	1	0	0	1	Core: 37 Inter:  Rare: 	Core	Lineage specific core
group_1717	0	1	0	1	Core:  Inter: 9 Rare: 	Intermediate	Lineage specific intermediate
group_1716	0	1	0	1	Core:  Inter: 14 Rare: 	Intermediate	Lineage specific intermediate
trbB	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
group_1714	0	0	1	1	Core:  Inter:  Rare: 3	Rare	Lineage specific rare
group_1711	1	0	0	1	Core: 23 Inter:  Rare: 	Core	Lineage specific core
group_1710	0	1	0	1	Core:  Inter: 19 Rare: 	Intermediate	Lineage specific intermediate
group_1707	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
group_1706	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
group_1704	0	0	1	1	Core:  Inter:  Rare: 3	Rare	Lineage specific rare
group_1699	1	0	0	1	Core: 34 Inter:  Rare: 	Core	Lineage specific core
group_1695	1	0	0	1	Core: 26 Inter:  Rare: 	Core	Lineage specific core
virB11	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_1694	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
group_1690	1	0	0	1	Core: 29 Inter:  Rare: 	Core	Lineage specific core
group_1689	0	1	0	1	Core:  Inter: 10 Rare: 	Intermediate	Lineage specific intermediate
group_1688	1	0	0	1	Core: 30 Inter:  Rare: 	Core	Lineage specific core
group_1687	1	0	0	1	Core: 32 Inter:  Rare: 	Core	Lineage specific core
group_1685	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_1684	1	0	0	1	Core: 23 Inter:  Rare: 	Core	Lineage specific core
group_1683	0	0	1	1	Core:  Inter:  Rare: 3	Rare	Lineage specific rare
group_1682	1	0	0	1	Core: 32 Inter:  Rare: 	Core	Lineage specific core
group_1676	1	0	0	1	Core: 40 Inter:  Rare: 	Core	Lineage specific core
group_1673	1	0	0	1	Core: 23 Inter:  Rare: 	Core	Lineage specific core
group_1671	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
dctP	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_1666	1	0	0	1	Core: 45 Inter:  Rare: 	Core	Lineage specific core
group_1662	1	0	0	1	Core: 43 Inter:  Rare: 	Core	Lineage specific core
group_1661	0	1	0	1	Core:  Inter: 16 Rare: 	Intermediate	Lineage specific intermediate
group_1659	0	1	0	1	Core:  Inter: 14 Rare: 	Intermediate	Lineage specific intermediate
lpfD	1	0	0	1	Core: 39 Inter:  Rare: 	Core	Lineage specific core
group_1654	1	0	0	1	Core: 41 Inter:  Rare: 	Core	Lineage specific core
group_1653	1	0	0	1	Core: 43 Inter:  Rare: 	Core	Lineage specific core
group_1650	1	0	0	1	Core: 33 Inter:  Rare: 	Core	Lineage specific core
yhcG	0	0	1	1	Core:  Inter:  Rare: 3	Rare	Lineage specific rare
group_1643	0	1	0	1	Core:  Inter: 15 Rare: 	Intermediate	Lineage specific intermediate
group_1642	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
hsdS	1	0	0	1	Core: 22 Inter:  Rare: 	Core	Lineage specific core
group_1637	1	0	0	1	Core: 21 Inter:  Rare: 	Core	Lineage specific core
group_1635	1	0	0	1	Core: 42 Inter:  Rare: 	Core	Lineage specific core
group_1631	0	0	1	1	Core:  Inter:  Rare: 2	Rare	Lineage specific rare
group_1627	1	0	0	1	Core: 39 Inter:  Rare: 	Core	Lineage specific core
group_1626	1	0	0	1	Core: 32 Inter:  Rare: 	Core	Lineage specific core
group_1625	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
rnlA	0	1	0	1	Core:  Inter: 16 Rare: 	Intermediate	Lineage specific intermediate
group_1621	0	0	1	1	Core:  Inter:  Rare: 3	Rare	Lineage specific rare
group_1619	1	0	0	1	Core: 42 Inter:  Rare: 	Core	Lineage specific core
group_1617	1	0	0	1	Core: 23 Inter:  Rare: 	Core	Lineage specific core
group_1611	1	0	0	1	Core: 36 Inter:  Rare: 	Core	Lineage specific core
dndB	1	0	0	1	Core: 39 Inter:  Rare: 	Core	Lineage specific core
group_1605	1	0	0	1	Core: 34 Inter:  Rare: 	Core	Lineage specific core
recT	0	1	0	1	Core:  Inter: 6 Rare: 	Intermediate	Lineage specific intermediate
group_1602	0	1	0	1	Core:  Inter: 12 Rare: 	Intermediate	Lineage specific intermediate
group_1600	1	0	0	1	Core: 39 Inter:  Rare: 	Core	Lineage specific core
group_1599	1	0	0	1	Core: 39 Inter:  Rare: 	Core	Lineage specific core
group_1598	1	0	0	1	Core: 44 Inter:  Rare: 	Core	Lineage specific core
group_1597	1	0	0	1	Core: 34 Inter:  Rare: 	Core	Lineage specific core
group_1596	0	1	0	1	Core:  Inter: 9 Rare: 	Intermediate	Lineage specific intermediate
group_1594	1	0	0	1	Core: 23 Inter:  Rare: 	Core	Lineage specific core
group_1590	0	1	0	1	Core:  Inter: 10 Rare: 	Intermediate	Lineage specific intermediate
