File_prefix	new_file_prefix	File	Strain.name	Assembly	Locus	BioSample	BioProject	Source	Paper	Dataset	Host	Generic_host	host_simple	Strain	Location	Country	Altered.Collection.Date	Collection.Date	Submission.Date	Species	Short.species	Assembly.Method	Genome.Representation	Largest.contig	Total.length	X..contigs.....0.bp.	Genome.Coverage	Sequencing.Technology	Assembly.Length	Journal	Authors	Title	X..contigs.....1000.bp.	X..contigs.....5000.bp.	X..contigs.....10000.bp.	X..contigs.....25000.bp.	X..contigs.....50000.bp.	Total.length.....0.bp.	Total.length.....1000.bp.	Total.length.....5000.bp.	Total.length.....10000.bp.	Total.length.....25000.bp.	Total.length.....50000.bp.	X..contigs	GC....	N50	N75	L50	L75	X..N.s.per.100.kbp	Cluster.x	Lane	Study.number	Sample.number	Prodigiosin.producers	Bag.Number	Manual.species	Phenon_1977	Phenon_from_s_plymuthica_and_S_odorifera	Phenon_from_liq_prot_grim_complex_paper	Additional.Strain.Names	Date.on.tube	Biotype	Additional.Information	new_biotype_prev	new_biotype	ref_for_this_new_biotype	misc_biotype_info	two_word_species	Cluster.y	new_dataset	Mosquito	Collection	MosAIC_source_specific	MosAIC_source_lab	Location 	MosAIC_lab_field	Mosquito_spp	host_species_non_mosquito	life_stage_non_mosquito	sex_non_mosquito	tissue_non_mosquito	mosquito_species	mosquito_strain_lab	mosquito_life_stage	mosquito_sex	mosquito_female_feeding_status	mosquito_tissue
GCA_001540505.1_12082_3_78_genomic	12082_3_78	GCA_001540505.1_12082_3_78_genomic.gbff	12082_3_78	None	FCLG01000001	SAMEA2274054	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682982	United Kingdom:England	United Kingdom	2009	2009	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1848851	5172046	25	None	None	5172046	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1848851 /organism=""Serratia marcescens"""	None	Direct Submission	23	16	14	14	11	5172046	5170840	5155821	5144716	5144716	5045467	25	60.02	1024724	283966	2	5	30.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001540525.1_12082_2_76_genomic	12082_2_76	GCA_001540525.1_12082_2_76_genomic.gbff	12082_2_76	None	FCHX01000001	SAMEA2273943	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682870	United Kingdom:England	United Kingdom	2004	2004	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1496683	5321198	29	None	None	5322428	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1496683 /organism=""Serratia marcescens"""	None	Direct Submission	26	18	17	17	13	5322428	5321198	5303736	5297240	5297240	5152196	26	59.85	561593	269081	3	6	76.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001540545.1_12082_3_66_genomic	12082_3_66	GCA_001540545.1_12082_3_66_genomic.gbff	12082_3_66	None	FCKW01000001	SAMEA2274041	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682969	United Kingdom:England	United Kingdom	2009	2009	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	2732258	5215383	16	None	None	5216166	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..2732258 /organism=""Serratia marcescens"""	None	Direct Submission	14	13	12	12	10	5216166	5215383	5212084	5202942	5202942	5146590	14	59.84	2732258	304485	1	4	107.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001540565.1_12082_3_94_genomic	12082_3_94	GCA_001540565.1_12082_3_94_genomic.gbff	12082_3_94	None	FCLX01000001	SAMEA2274074	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5683002	United Kingdom:England	United Kingdom	2010	2010	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1564861	5052803	16	None	None	5052803	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1564861 /organism=""Serratia marcescens"""	None	Direct Submission	16	12	12	12	9	5052803	5052803	5045236	5045236	5045236	4949116	16	60.04	1288489	563278	2	4	83.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001540585.1_12082_3_85_genomic	12082_3_85	GCA_001540585.1_12082_3_85_genomic.gbff	12082_3_85	None	FCLO01000001	SAMEA2274063	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682991	United Kingdom:England	United Kingdom	2010	2010	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	2857831	5236325	21	None	None	5236804	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..2857831 /organism=""Serratia marcescens"""	None	Direct Submission	19	14	13	13	10	5236804	5235444	5220335	5214578	5214578	5123813	20	60.01	2857831	314242	1	4	62.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001540605.1_12082_2_83_genomic	12082_2_83	GCA_001540605.1_12082_2_83_genomic.gbff	12082_2_83	None	FCIF01000001	SAMEA2273952	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682879	United Kingdom:England	United Kingdom	2004	2004	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1283311	5125716	18	None	None	5125716	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1283311 /organism=""Serratia marcescens"""	None	Direct Submission	17	14	13	13	11	5125716	5124920	5116656	5110486	5110486	5053893	18	59.98	570728	284922	3	6	71.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001540625.1_12082_2_89_genomic	12082_2_89	GCA_001540625.1_12082_2_89_genomic.gbff	12082_2_89	None	FCII01000001	SAMEA2273958	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682885	United Kingdom:England	United Kingdom	2004	2004	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1890463	5204608	23	None	None	5205083	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1890463 /organism=""Serratia marcescens"""	None	Direct Submission	21	14	13	13	10	5205083	5204099	5187547	5181347	5181347	5074055	22	60.01	981289	314572	2	5	96.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001540645.1_12045_8_13_genomic	12045_8_13	GCA_001540645.1_12045_8_13_genomic.gbff	12045_8_13	None	FCMY01000001	SAMEA2274089	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5683019	United Kingdom:England	United Kingdom	2010	2010	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1849320	5295292	24	None	None	5296616	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1849320 /organism=""Serratia marcescens"""	None	Direct Submission	21	17	16	16	12	5296616	5295292	5281821	5276062	5276062	5140531	21	59.94	585405	331385	3	5	92.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001540665.1_12045_8_12_genomic	12045_8_12	GCA_001540665.1_12045_8_12_genomic.gbff	12045_8_12	None	FCGA01000001	SAMEA2274088	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5683018	United Kingdom:England	United Kingdom	2010	2010	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1849206	5296319	26	None	None	5297200	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1849206 /organism=""Serratia marcescens"""	None	Direct Submission	23	16	15	15	12	5297200	5295510	5272554	5266801	5266801	5168836	24	59.95	551013	331370	3	6	86.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001540685.1_12082_3_6_genomic	12082_3_6	GCA_001540685.1_12082_3_6_genomic.gbff	12082_3_6	None	FCKO01000001	SAMEA2273972	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682899	United Kingdom:England	United Kingdom	2005	2005	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1551228	5239431	13	None	None	5239431	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1551228 /organism=""Serratia marcescens"""	None	Direct Submission	13	11	10	10	9	5239431	5239431	5232845	5227284	5227284	5196749	13	59.87	1322448	566370	2	4	72.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001540705.1_12082_3_70_genomic	12082_3_70	GCA_001540705.1_12082_3_70_genomic.gbff	12082_3_70	None	FCKZ01000001	SAMEA2274045	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682973	United Kingdom:England	United Kingdom	2009	2009	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	2473809	5243783	20	None	None	5244141	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..2473809 /organism=""Serratia marcescens"""	None	Direct Submission	18	15	14	14	11	5244141	5243098	5236215	5230623	5230623	5128001	19	59.7	586464	282696	2	5	80.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001540725.1_12082_2_52_genomic	12082_2_52	GCA_001540725.1_12082_2_52_genomic.gbff	12082_2_52	None	FCGY01000001	SAMEA2273917	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682844	United Kingdom:England	United Kingdom	2003	2003	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	2737528	5134105	15	None	None	5134916	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..2737528 /organism=""Serratia marcescens"""	None	Direct Submission	12	11	10	10	8	5134916	5133604	5130312	5124603	5124603	5060010	13	59.97	2737528	1172331	1	2	75.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001540745.1_12082_3_4_genomic	12082_3_4	GCA_001540745.1_12082_3_4_genomic.gbff	12082_3_4	None	FCJU01000001	SAMEA2273969	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682896	United Kingdom:England	United Kingdom	2005	2005	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	590020	5108447	28	None	None	5109299	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..590020 /organism=""Serratia marcescens"""	None	Direct Submission	26	22	21	17	16	5109299	5108447	5098446	5092737	5021317	4995376	26	60.1	398391	265461	6	10	100.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001540765.1_12082_2_96_genomic	12082_2_96	GCA_001540765.1_12082_2_96_genomic.gbff	12082_2_96	None	FCIO01000001	SAMEA2273965	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682892	United Kingdom:England	United Kingdom	2005	2005	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1557397	5009797	19	None	None	5010857	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1557397 /organism=""Serratia marcescens"""	None	Direct Submission	16	13	12	12	10	5010857	5009797	5004280	4998668	4998668	4934548	16	60.18	1140319	289130	2	5	76.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001540785.1_12082_3_83_genomic	12082_3_83	GCA_001540785.1_12082_3_83_genomic.gbff	12082_3_83	None	FCLM01000001	SAMEA2274059	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682987	United Kingdom:England	United Kingdom	2009	2009	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	2146748	5233429	24	None	None	5233761	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..2146748 /organism=""Serratia marcescens"""	None	Direct Submission	21	16	16	16	13	5233761	5231768	5218586	5218586	5218586	5122386	23	60.01	612438	253759	2	6	153.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001540805.1_12082_2_45_genomic	12082_2_45	GCA_001540805.1_12082_2_45_genomic.gbff	12082_2_45	None	FCFN01000001	SAMEA2273910	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682837	United Kingdom:England	United Kingdom	2003	2003	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1240766	5010769	16	None	None	5010769	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1240766 /organism=""Serratia marcescens"""	None	Direct Submission	15	14	13	13	10	5010769	5009918	5007558	5001947	5001947	4911018	16	60.18	598122	415050	3	5	59.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001540825.1_12082_3_54_genomic	12082_3_54	GCA_001540825.1_12082_3_54_genomic.gbff	12082_3_54	None	FCKI01000001	SAMEA2274029	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682957	United Kingdom:England	United Kingdom	2008	2008	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1476769	5401606	28	None	None	5402740	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1476769 /organism=""Serratia marcescens"""	None	Direct Submission	23	18	17	17	14	5402740	5400438	5387800	5382179	5382179	5284271	25	59.63	586716	257083	3	8	59.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001559135.2_ASM155913v2_genomic	GCA_001559135.2_ASM155913v2_genomic	GCA_001559135.2_ASM155913v2_genomic.gbff	ASM155913v2	None	CP014017	SAMN03996271	PRJNA231221	None	Study w/ < 10 genomes	NCBI	Homo sapiens	Human	Homo sapiens	FDAARGOS_125	USA: DC	USA	2013	06-Dec-13	14-Dec-15	Serratia liquefaciens	Serratia liquefaciens	Method :: HGAP3 v. Oct 2014	Representation :: Full	5284740	5284740	1	Coverage :: 433.572x	Technology :: PacBio; Illumina	5284740	Unpublished	Goldberg;B.; Campos;J.; Tallon;L.; Sadzewicz;L.; Sengamalay;N.; Ott;S.; Godinez;A.; Nagaraj;S.; Vavikolanu;K.; Aluvathingal;J.; Nadendla;S. and Sichtig;H.	Sichtig; H. et al. (2018) ‘FDA-ARGOS: A Public Quality-Controlled Genome Database Resource for Infectious Disease Sequencing Diagnostics and Regulatory Science Research’; bioRxiv. Cold Spring Harbor Laboratory; p. 482059. doi: 10.1101/482059.	1	1	1	1	1	5284740	5284740	5284740	5284740	5284740	5284740	1	55.33	5284740	5284740	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia liquefaciens	2	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001564475.1_12082_3_81_genomic	12082_3_81	GCA_001564475.1_12082_3_81_genomic.gbff	12082_3_81	None	FCLK01000001	SAMEA2274057	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682985	United Kingdom:England	United Kingdom	2009	2009	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1386038	5252933	19	None	None	5253767	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1386038 /organism=""Serratia marcescens"""	None	Direct Submission	16	14	14	14	10	5253767	5251990	5245923	5245923	5245923	5108329	17	60.09	1254018	283628	2	5	59.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001566695.1_ASM156669v1_genomic	GCA_001566695.1_ASM156669v1_genomic	GCA_001566695.1_ASM156669v1_genomic.gbff	ASM156669v1	None	LNZT01000001	SAMN04029106	PRJNA294719	ascitic fluid	Study w/ < 10 genomes	NCBI	Homo sapiens	Human	Homo sapiens	3691F	Brazil: Porto Alegre	Brazil	2014	16-Oct-14	28-Nov-15	Serratia marcescens	Serratia marcescens	Method :: SPAdes v. 3.1.0	None	253613	5378959	208	Coverage :: 150.0x	Technology :: IonTorrent	5378959	Unpublished	Nodari;C. and Barth;A.	Nodari CS; Siebert M; Matte UDS; Barth AL. Draft genome sequence of a GES-5-producing Serratia marcescens isolated in southern Brazil. Braz J Microbiol. 2016;48(2):191-192.	142	94	79	57	38	5378959	5336256	5212629	5090625	4702300	4055337	208	59.14	88977	50403	18	38	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001572725.1_ASM157272v1_genomic	GCA_001572725.1_ASM157272v1_genomic	GCA_001572725.1_ASM157272v1_genomic.gbff	ASM157272v1	None	CP014474	SAMN04481172	PRJNA311262	sputum	Study w/ < 10 genomes	NCBI	Homo sapiens	Human	Homo sapiens	1122	China: Beijing	China	2014	15-May-14	15-Feb-16	Serratia rubidaea	Serratia rubidaea	Method :: Newbler v. 2.9	Representation :: Full	4922834	4922834	1	Coverage :: 139	Technology :: Illumina; IonTorrent	4922834	Genome Announc 4 (2) (2016)	Yao;X.; Sun;Q.; Liu;W.; Yin;X.; Pei;G.; Wang;Y.; An;X.; Mi;Z.; Luo;Y.; Tong;Y. and Chen;S.	Complete Genome Sequence of Serratia rubidaea Isolated in China	1	1	1	1	1	4922834	4922834	4922834	4922834	4922834	4922834	1	59.2	4922834	4922834	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia rubidaea	10	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001606165.1_ASM160616v1_genomic	GCA_001606165.1_ASM160616v1_genomic	GCA_001606165.1_ASM160616v1_genomic.gbff	ASM160616v1	None	LRQU01000001	SAMN04440484	PRJNA309751	rhizosphere soil	Study w/ < 10 genomes	NCBI	Triticum aestivum	Plant	Plant	A153	Sweden	Sweden	1987	01-Jan-87	26-Jan-16	Serratia plymuthica	Serratia plymuthica	Method :: Newbler v. 2.6	Representation :: Draft	3081744	5475375	2	Coverage :: 22.0x	Technology :: 454	5475375	Genome Announc 4 (3); e00373-16 (2016)	Matilla;M.A.; Drew;A.; Udaondo;Z.; Krell;T. and Salmond;G.P.	Genome Sequence of Serratia plymuthica A153; a Model Rhizobacterium for the Investigation of the Synthesis and Regulation of Haterumalides; Zeamine; and Andrimid	2	2	2	2	2	5475375	5475375	5475375	5475375	5475375	5475375	2	55.96	3081744	2393631	1	2	0.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia plymuthica	8	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001642805.2_ASM164280v2_genomic	GCA_001642805.2_ASM164280v2_genomic	GCA_001642805.2_ASM164280v2_genomic.gbff	ASM164280v2	None	CP016948	SAMN04226521	PRJNA303098	rhizosphere soil	Study w/ < 10 genomes	NCBI	None	Rhizosphere	Plant	YD25	China:Fujian	China	2011	11-Jul	22-Nov-15	Serratia sp. YD25	Serratia sp.	Method :: Velvet v. 1.2.10	Representation :: Full	5117644	5117644	1	Coverage :: 15.0x	Technology :: Illumina	5117644	Unpublished	Li;Z.; Sun;Y.; Su;C. and Liu;Y.	Su; C. et al. (2017) ‘Complete genome sequence of Serratia sp. YD25 (KCTC 42987) presenting strong antagonistic activities to various pathogenic fungi and bacteria’; Journal of Biotechnology; 245; pp. 9–13. doi: 10.1016/j.jbiotec.2017.01.011.	1	1	1	1	1	5117644	5117644	5117644	5117644	5117644	5117644	1	59.61	5117644	5117644	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia sp.	1	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001643155.1_ASM164315v1_genomic	GCA_001643155.1_ASM164315v1_genomic	GCA_001643155.1_ASM164315v1_genomic.gbff	ASM164315v1	None	LSOB01000001	SAMN04494514	PRJNA312127	None	Study w/ < 10 genomes	NCBI	Opossum	Mammal	Animal	092713_C_TSB	USA: Oklahoma	USA	2013	27-Sep-13	15-Feb-16	Serratia marcescens	Serratia marcescens	Method :: SPAdes v. 3.6.2	Representation :: Draft	1577968	5302114	39	Coverage :: 250.0x	Technology :: Illumina MiSeq	5304245	Unpublished	Stamps;B.W.; Motley;J.L.; Stevenson;B.S. and Cichewicz;R.H.	Motley JL; Stamps BW; Mitchell CA; et al. Opportunistic Sampling of Roadkill as an Entry Point to Accessing Natural Products Assembled by Bacteria Associated with Non-anthropoidal Mammalian Microbiomes. J Nat Prod. 2016;80(3):598-608.	32	25	22	21	15	5304245	5301583	5289393	5272331	5254319	5059044	33	59.32	551731	246225	3	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001663115.1_ASM166311v1_genomic	GCA_001663115.1_ASM166311v1_genomic	GCA_001663115.1_ASM166311v1_genomic.gbff	ASM166311v1	None	CP012096	SAMN03841799	PRJNA289082	organic material	Study w/ < 10 genomes	NCBI	Brassica napus	Plant	Plant	3Rp8	Germany: Braunschweig	Germany	1998	1998	14-Jul-15	Serratia plymuthica	Serratia plymuthica	Method :: Hierarchical genome assembly process v.	Representation :: Full	5546041	5546041	1	Coverage :: 81x	Technology :: PacBio	5546041	Stand Genomic Sci 11 (1); 61 (2016)	Adam;E.; Muller;H.; Erlacher;A. and Berg;G.	Complete genome sequences of the Serratia plymuthica strains 3Rp8 and 3Re4-18; two rhizosphere bacteria with antagonistic activity towards fungal phytopathogens and plant growth promoting abilities	1	1	1	1	1	5546041	5546041	5546041	5546041	5546041	5546041	1	56.07	5546041	5546041	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia plymuthica	8	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
