internal_id	seq_run	seq_sumission_date	data_return_date	internal_date_isolate_received	source_lab	isolation_date	sample_location	sample_location_lat	sample_location_lon	sample_source	lab_field_derived	host_species_non_mosquito	life_stage_non_mosquito	sex_non_mosquito	tissue_non_mosquito	mosquito_species	mosquito_strain_lab*	mosquito_life_stage	mosquito_sex	mosquito_female_feeding_status	mosquito_tissue	confirmed_growth_media	confirmed_growth_temp	completeness	contamination	genome_size_bp	number_contigs	mean_contig_length_bp	longest_contig_bp	gc	number_predicted_genes	n50	total_reads	avg_coverage	gtdb_domain	gtdb_parent	gtbd_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	fastani_reference	fastani_ani...45	fastani_af...46	fastani_ani...49	fastani_af...50	assembly_accession	WGS	BioSample
VD23	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	LB	30	99.99	0.39	4886923	97	50380	519473	54.8	4606	258090	843150	33	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545	GCF_000277545.1	98.75	0.95	98.75	0.95	GCA_037150155.1	JBBCPY000000000	SAMN37642715
VD24	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	LB	30	99.98	0.77	4863477	137	35499	287508	57.6	4539	108579	498647	18	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa	GCF_014155765.1	97.98	0.93	97.98	0.93	GCA_037150215.1	JBBCPZ000000000	SAMN37642716
VD25	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	Aeromonas_medium	30	99.99	0.39	4888343	99	49377	570802	54.8	4609	258090	805622	31	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545	GCF_000277545.1	98.77	0.95	98.77	0.95	GCA_037150235.1	JBBCQA000000000	SAMN37642717
VD26	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	Aeromonas_medium	30	99.99	0.39	4891047	114	42903	522494	54.8	4621	283308	847953	34	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545	GCF_000277545.1	98.74	0.95	98.74	0.95	GCA_037150175.1	JBBCQB000000000	SAMN37642718
VD27	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	Aeromonas_medium	30	99.99	0.39	4886059	134	36463	399302	54.8	4626	220110	974583	30	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545	GCF_000277545.1	98.74	0.95	98.74	0.95	GCA_037150115.1	JBBCQC000000000	SAMN37642719
VD28	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	Aeromonas_medium	30	99.99	0.39	4889988	110	44454	955391	54.8	4616	310992	634064	25	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545	GCF_000277545.1	98.75	0.95	98.75	0.95	GCA_037150075.1	JBBCQD000000000	SAMN37642720
VD30	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	Aeromonas_medium	30	99.98	0.44	4925377	131	37598	386674	57.5	4575	208647	989451	28	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa	GCF_014155765.1	98	0.92	98	0.92	GCA_037150095.1	JBBCQE000000000	SAMN37642722
VD31	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	GYP	30	99.99	0.39	4888779	105	46559	522448	54.8	4621	220170	553028	22	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545	GCF_000277545.1	98.75	0.95	98.75	0.95	GCA_037150055.1	JBBCQF000000000	SAMN37642723
VD32	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	GYP	30	99.99	0.39	4889508	239	20458	204925	54.8	4698	79313	723531	21	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545	GCF_000277545.1	98.71	0.93	98.71	0.93	GCA_037150135.1	JBBCQG000000000	SAMN37642724
VD33	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	GYP	30	99.98	0.41	5015363	175	28659	244905	57.5	4701	112433	455818	17	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa	GCF_014155765.1	97.93	0.91	97.93	0.91	GCA_037150035.1	JBBCQH000000000	SAMN37642725
VD34	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	LB	30	100	2.06	8375680	230	36416	640260	68.2	7339	289446	961333	24	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia gladioli	GCF_000959725.1	98.74	0.91	98.74	0.91	GCA_037149955.1	JBBCQI000000000	SAMN37642726
VD5	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jun-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Thai2	adults	female	non_blood_fed	whole_body	GYP	37	100	0.06	5113152	165	30988	568828	54.7	4828	252801	969503	30	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	GCF_000025565.1	98.55	0.92	98.55	0.92	GCA_037149995.1	JBBCQJ000000000	SAMN37642727
VD7	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jun-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Thai2	adults	female	non_blood_fed	whole_body	GYP	37	99.59	0.48	4122842	28	147244	1490079	66	3865	678718	798658	30	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sanguinis	GCF_001591005.1	96.93	0.88	96.93	0.88	GCA_037149935.1	JBBCQK000000000	SAMN37642728
VD8	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jun-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Thai2	adults	female	non_blood_fed	whole_body	GYP	37	98.77	0.81	4765640	528	9025	68674	35.7	4690	16534	449500	17	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp013153155	GCF_018603435.1	96.29	0.85	96.29	0.85	GCA_037149975.1	JBBCQL000000000	SAMN37642729
VD9	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jun-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Thai2	adults	female	non_blood_fed	whole_body	GYP	37	99.5	0	3671586	53	69275	553238	60.3	3346	287655	756087	37	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Asaia	Asaia sp003994335	GCF_003994335.1	98.36	0.9	98.36	0.9	GCA_037150015.1	JBBCQM000000000	SAMN37642730
USHLN04	UW-1	29-Sep-21	01-Nov-21	14-Apr-21	Jacobs-Lorena_Marcelo	28-Jun-05	"Baltimore,MD,USA;North_America"	39.328888	-76.620277	mosquito	lab	NA	NA	NA	NA	Anopheles_gambiae	Keele	adults	female	non_blood_fed	midgut	R2A	28	99.8	0	5466568	85	64312	964640	59.6	5132	360045	4489675	117	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei	GCF_016742975.1	98.64	0.89	98.64	0.89	GCA_037149915.1	JBBCQN000000000	SAMN37642731
USHLN256	UW-3	23-Aug-22	09-Sep-22	NA	Lampe_Dave	09-Oct-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Culex_erraticus	NA	adults	female	non_blood_fed	midgut	LB	28	100	0.19	5280296	83	63618	1096745	54.5	4802	461188	5634622	154	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea sp001187905	GCF_001187905.1	98.59	0.95	98.59	0.95	GCA_037149875.1	JBBCQO000000000	SAMN37642757
USHLN259	UW-3	23-Aug-22	09-Sep-22	NA	Lampe_Dave	01-Oct-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Aedes_trivittatus	NA	adults	female	non_blood_fed	midgut	LB	28	100	0.25	5423796	69	78605	689825	35.7	4902	357602	4263395	117	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium indologenes_F	GCF_002025665.1	99.1	0.93	99.1	0.93	GCA_037149835.1	JBBCQP000000000	SAMN37642766
USHLN260	UW-3	23-Aug-22	09-Sep-22	NA	Lampe_Dave	26-Sep-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Culex_pipiens	NA	adults	female	non_blood_fed	midgut	LB	28	100	0.31	4894525	74	66142	739213	56.8	4446	462867	5238865	158	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Erwinia	Erwinia aphidicola	GCF_014773485.1	98.97	0.9	98.97	0.9	GCA_037149855.1	JBBCQQ000000000	SAMN37642758
USHLN261	UW-2	07-Jul-22	19-Aug-22	NA	Lampe_Dave	18-Aug-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Anopheles_quadrimaculatus	NA	adults	female	non_blood_fed	midgut	LB	28	99.61	4.4	5899374	680	8675	161024	62.2	5563	69617	3412279	83	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E juntendi	GCF_009932375.1	98.09	0.82	98.09	0.82	GCA_037149885.1	JBBCQR000000000	SAMN37642741
USHLN262	UW-3	23-Aug-22	09-Sep-22	NA	Lampe_Dave	18-Aug-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Anopheles_quadrimaculatus	NA	adults	female	non_blood_fed	midgut	LB	28	99.97	0.51	4926299	109	45195	720267	54.8	4675	180400	4033996	121	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A	GCF_001729745.1	99.03	0.91	99.03	0.91	GCA_037149795.1	JBBCQS000000000	SAMN37642750
USHLN263	UW-2	07-Jul-22	19-Aug-22	NA	Lampe_Dave	01-Oct-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Culex_pipiens	NA	adults	female	non_blood_fed	midgut	LB	28	100	1.08	4811257	335	14361	301090	40.6	4648	81210	3249347	97	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Providencia	Providencia rettgeri	GCA_900455085.1	96.02	0.82	96.02	0.82	GCA_037149815.1	JBBCQT000000000	SAMN37642764
USHLN265	UW-2	07-Jul-22	19-Aug-22	NA	Lampe_Dave	26-Sep-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Aedes_albopictus	NA	adults	female	non_blood_fed	midgut	LB	28	100	0.12	4572641	43	106340	1083467	66.3	4077	286562	4355990	141	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia_A	GCF_004346925.1	97.5	0.93	97.5	0.93	GCA_037149755.1	JBBCQU000000000	SAMN37642732
USHLN266	UW-2	07-Jul-22	19-Aug-22	NA	Lampe_Dave	26-Sep-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Culex_pipiens	NA	adults	female	non_blood_fed	midgut	LB	28	100	1.08	4776715	384	12439	292350	40.6	4628	79041	3812667	112	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Providencia	Providencia rettgeri	GCA_900455085.1	96.07	0.84	96.07	0.84	GCA_037149775.1	JBBCQV000000000	SAMN37642765
USHLN267	UW-2	07-Jul-22	19-Aug-22	NA	Lampe_Dave	01-Oct-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Anopheles_punctipennis	NA	adults	female	non_blood_fed	midgut	LB	28	100	0.25	5423884	69	78607	911163	35.7	4899	430828	3682328	100	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium indologenes_F	GCF_002025665.1	99.11	0.93	99.11	0.93	GCA_037149735.1	JBBCQW000000000	SAMN37642737
USHLN268	UW-3	23-Aug-22	09-Sep-22	NA	Lampe_Dave	03-Oct-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Aedes_albopictus	NA	adults	female	non_blood_fed	midgut	LB	28	100	0.48	4138449	15	275896	1009062	64.8	3856	688669	5505398	196	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	Aureimonas altamirensis	GCF_001463885.1	97.38	0.93	97.38	0.93	GCA_037149715.1	JBBCQX000000000	SAMN37642736
USHLN270	UW-2	07-Jul-22	19-Aug-22	NA	Lampe_Dave	18-Aug-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Anopheles_quadrimaculatus	NA	adults	female	non_blood_fed	midgut	LB	28	99.87	0.45	4909214	119	41253	851713	55	4638	208918	3884737	110	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A	GCF_001729745.1	98.99	0.9	98.99	0.9	GCA_037149695.1	JBBCQY000000000	SAMN37642740
USHLN271	UW-3	23-Aug-22	09-Sep-22	NA	Lampe_Dave	18-Aug-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Anopheles_quadrimaculatus	NA	adults	female	non_blood_fed	midgut	LB	28	99.97	0.51	4927194	119	41404	720148	54.8	4679	180400	4707731	142	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A	GCF_001729745.1	99	0.91	99	0.91	GCA_037149675.1	JBBCQZ000000000	SAMN37642738
USHLN272	UW-3	23-Aug-22	09-Sep-22	NA	Lampe_Dave	03-Oct-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Aedes_albopictus	NA	adults	female	non_blood_fed	midgut	LB	28	99.49	0	3390369	11	308215	2768685	69.3	3237	2768685	5586336	244	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium sp017405925	GCA_017405925.1	97.13	0.87	97.13	0.87	GCA_037149655.1	JBBCRA000000000	SAMN37642734
USHLN273	UW-3	23-Aug-22	09-Sep-22	NA	Lampe_Dave	18-Aug-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Anopheles_quadrimaculatus	NA	adults	female	non_blood_fed	midgut	LB	28	99.34	0.22	2987427	38	78616	1029302	36.4	2970	657455	3911124	185	Bacteria	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Kurthia	Kurthia gibsonii	GCF_006539985.1	97.2	0.94	97.2	0.94	GCA_037149635.1	JBBCRB000000000	SAMN37642751
USHLN278	UW-2	07-Jul-22	19-Aug-22	NA	Lampe_Dave	03-Oct-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Aedes_albopictus	NA	adults	female	non_blood_fed	midgut	LB	28	100	0.48	4170548	13	320811	1859954	64.7	3887	721474	3934822	138	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	Aureimonas altamirensis	GCF_001463885.1	97.37	0.92	97.37	0.92	GCA_037149615.1	JBBCRC000000000	SAMN37642735
USHLN279	UW-2	07-Jul-22	19-Aug-22	NA	Lampe_Dave	26-Sep-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Culex_pipiens	NA	adults	female	non_blood_fed	midgut	LB	28	100	0.3	5133915	124	41402	623187	53.5	4754	250875	4492831	129	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea ananatis	GCF_000710035.2	99.04	0.93	99.04	0.93	GCA_037149595.1	JBBCRD000000000	SAMN37642762
USHLN280	UW-3	23-Aug-22	09-Sep-22	NA	Lampe_Dave	26-Sep-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Culex_pipiens	NA	adults	female	non_blood_fed	midgut	LB	28	100	0.3	5133552	128	40105	575953	53.5	4762	280176	4096677	119	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea ananatis	GCF_000710035.2	99.04	0.93	99.04	0.93	GCA_037149575.1	JBBCRE000000000	SAMN37642763
USHLN281	UW-3	23-Aug-22	09-Sep-22	NA	Lampe_Dave	26-Sep-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Culex_pipiens	NA	adults	female	non_blood_fed	midgut	LB	28	100	0.2	4837878	49	98732	845036	56.7	4445	486171	4737749	145	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Erwinia	Erwinia aphidicola	GCF_014773485.1	98.82	0.91	98.82	0.91	GCA_037149555.1	JBBCRF000000000	SAMN37642761
USHLN288	UW-3	23-Aug-22	09-Sep-22	07-Feb-22	Lampe_Dave	18-Aug-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Anopheles_quadrimaculatus	NA	adults	female	non_blood_fed	midgut	LB	28	99.6	1.98	5329551	150	35530	825133	55.2	5091	260854	5988442	167	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia adecarboxylata	GCA_901472455.1	98.56	0.91	98.56	0.91	GCA_037149515.1	JBBCRG000000000	SAMN37642754
USHLN290	UW-3	23-Aug-22	09-Sep-22	07-Feb-22	Lampe_Dave	18-Aug-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Anopheles_quadrimaculatus	NA	adults	female	non_blood_fed	midgut	LB	28	99.6	1.98	5328549	150	35523	825159	55.2	5082	267742	5068922	141	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia adecarboxylata	GCA_901472455.1	98.55	0.9	98.55	0.9	GCA_037149535.1	JBBCRH000000000	SAMN37642755
USHLN291	UW-3	23-Aug-22	09-Sep-22	07-Feb-22	Lampe_Dave	18-Aug-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Anopheles_quadrimaculatus	NA	adults	female	non_blood_fed	midgut	LB	28	99.87	0.58	4958565	132	37564	1373571	55	4688	185857	5125407	148	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A	GCF_001729745.1	99	0.9	99	0.9	GCA_037149495.1	JBBCRI000000000	SAMN37642749
USHLN292	UW-3	23-Aug-22	09-Sep-22	07-Feb-22	Lampe_Dave	18-Aug-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Anopheles_quadrimaculatus	NA	adults	female	non_blood_fed	midgut	LB	28	99.6	1.99	5414894	145	37344	904056	55.2	5185	306622	4666159	120	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia adecarboxylata	GCA_901472455.1	98.54	0.91	98.54	0.91	GCA_037149475.1	JBBCRJ000000000	SAMN37642753
USHLN293	UW-3	23-Aug-22	09-Sep-22	07-Feb-22	Lampe_Dave	18-Aug-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Anopheles_quadrimaculatus	NA	adults	female	non_blood_fed	midgut	LB	28	99.34	0	3221837	87	37032	1135355	47.1	3345	732254	4394311	185	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium_A	Exiguobacterium_A acetylicum	GCF_000702605.1	98.59	0.94	98.59	0.94	GCA_037149455.1	JBBCRK000000000	SAMN37642745
USHLN294	UW-3	23-Aug-22	09-Sep-22	07-Feb-22	Lampe_Dave	18-Aug-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Anopheles_quadrimaculatus	NA	adults	female	non_blood_fed	midgut	LB	28	99.61	4.19	5844094	306	19098	450090	62.2	5476	92204	3701103	94	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E juntendi	GCF_009932375.1	98.11	0.83	98.11	0.83	GCA_037149435.1	JBBCRL000000000	SAMN37642742
USHLN295	UW-3	23-Aug-22	09-Sep-22	07-Feb-22	Lampe_Dave	18-Aug-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Anopheles_quadrimaculatus	NA	adults	female	non_blood_fed	midgut	LB	28	99.6	0.79	5080756	144	35283	628885	55.5	4802	214440	4387308	128	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia adecarboxylata	GCA_901472455.1	98.47	0.92	98.47	0.92	GCA_037149415.1	JBBCRM000000000	SAMN37642748
USHLN296	UW-3	23-Aug-22	09-Sep-22	07-Feb-22	Lampe_Dave	18-Aug-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Anopheles_quadrimaculatus	NA	adults	female	non_blood_fed	midgut	LB	28	99.87	0.45	4909623	112	43835	1014850	55	4637	208918	4589757	139	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A	GCF_001729745.1	98.98	0.9	98.98	0.9	GCA_037149375.1	JBBCRN000000000	SAMN37642752
USHLN298	UW-3	23-Aug-22	09-Sep-22	07-Feb-22	Lampe_Dave	18-Aug-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Anopheles_quadrimaculatus	NA	adults	female	non_blood_fed	midgut	LB	28	100	0.41	4776404	46	103834	971467	56	4304	575499	5181401	158	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea sp002434205	GCA_002434205.1	99.31	0.97	99.31	0.97	GCA_037149395.1	JBBCRO000000000	SAMN37642739
USMM125	UW-3	23-Aug-22	09-Sep-22	03-Nov-21	Lampe_Dave	18-Aug-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Anopheles_quadrimaculatus	NA	adults	female	non_blood_fed	midgut	LB	28	99.63	0.07	2756798	31	88928	1107556	37.5	2575	391196	3809602	205	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	GCF_000392875.1	98.74	0.91	98.74	0.91	GCA_037149335.1	JBBCRP000000000	SAMN37642756
USMM128	UW-3	23-Aug-22	09-Sep-22	03-Nov-21	Lampe_Dave	26-Sep-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Culex_pipiens	NA	adults	female	non_blood_fed	midgut	LB	28	99.99	0.31	4893963	73	67040	901389	56.8	4448	480192	4502187	136	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Erwinia	Erwinia aphidicola	GCF_014773485.1	99.01	0.9	99.01	0.9	GCA_037149355.1	JBBCRQ000000000	SAMN37642759
USMM130	UW-3	23-Aug-22	09-Sep-22	03-Nov-21	Lampe_Dave	26-Sep-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Culex_pipiens	NA	adults	female	non_blood_fed	midgut	LB	28	100	0.2	4838753	61	79323	845323	56.7	4453	575153	4699821	144	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Erwinia	Erwinia aphidicola	GCF_014773485.1	98.83	0.91	98.83	0.91	GCA_037149315.1	JBBCRR000000000	SAMN37642760
USMM131	UW-3	23-Aug-22	09-Sep-22	03-Nov-21	Lampe_Dave	26-Sep-12	"Harrisburg,PA,USA;North_America"	40.308422	-76.883003	mosquito	field	NA	NA	NA	NA	Aedes_albopictus	NA	adults	female	non_blood_fed	midgut	LB	28	100	0.12	4573397	49	93334	485516	66.3	4077	307675	5961564	193	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia_A	GCF_004346925.1	97.47	0.93	97.47	0.93	GCA_037149275.1	JBBCRS000000000	SAMN37642733
