#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
VD12_contigs.fa	contig00011	83681	84754	-	VFG043568(gb|NP_460531)	1-1089/1089	========/======	4/17	98.53	82.48	VFDB_full		VFG043568(gb|NP_460531) (nmpC) phosphoporin PhoE [OmpD (VF0969) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
VD12_contigs.fa	contig00013	2762	5904	-	VFG049146(gb|WP_012968813)	1-3143/3147	===============	0/0	99.87	85.84	VFDB_full		VFG049146(gb|WP_012968813) (acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella variicola At-22]	
VD12_contigs.fa	contig00013	5927	7120	-	VFG049126(gb|WP_004136054)	1-1194/1194	========/======	3/6	99.75	81.12	VFDB_full		VFG049126(gb|WP_004136054) (acrA) acriflavine resistance protein A [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella oxytoca KCTC 1686]	
VD12_contigs.fa	contig00015	49787	50223	+	VFG000478(gb|NP_459678)	1-437/453	===============	0/0	96.47	83.98	VFDB_full		VFG000478(gb|NP_459678) (fur) ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
VD12_contigs.fa	contig00020	7433	8083	+	VFG021244(gb|WP_000481517)	1-651/651	===============	0/0	100.00	80.03	VFDB_full		VFG021244(gb|WP_000481517) (csgD) DNA-binding transcriptional regulator CsgD [Agf (VF0103) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633]	
VD12_contigs.fa	contig00020	8941	9774	+	VFG046068(gb|WP_001189321)	1-834/834	===============	0/0	100.00	81.30	VFDB_full		VFG046068(gb|WP_001189321) (cgsG) curli production assembly/transport protein CsgG [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli VR50]	
VD12_contigs.fa	contig00024	10532	11523	+	VFG000477(gb|NP_461845)	2-993/993	========/======	2/2	99.80	89.73	VFDB_full		VFG000477(gb|NP_461845) (rpoS) RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
VD12_contigs.fa	contig00026	2056	3642	+	VFG048430(gb|WP_012968726)	10-1596/1608	===============	0/0	98.69	80.84	VFDB_full		VFG048430(gb|WP_012968726) (entE) enterobactin synthase subunit E [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]	
VD12_contigs.fa	contig00026	3665	4519	+	VFG048411(gb|WP_014228361)	1-852/852	========/======	1/3	100.00	84.91	VFDB_full		VFG048411(gb|WP_014228361) (entB) 23-dihydro-23-dihydroxybenzoate synthetase isochroismatase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	
VD12_contigs.fa	contig00026	4528	5271	+	VFG048410(gb|WP_008805588)	13-756/756	========/======	5/10	97.75	81.98	VFDB_full		VFG048410(gb|WP_008805588) (entA) 23-dihydroxybenzoate-23-dehydrogenase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]	
VD12_contigs.fa	contig00028	15253	15972	+	VFG043049(gb|NP_460909)	1-720/720	===============	0/0	100.00	87.50	VFDB_full		VFG043049(gb|NP_460909) (fliA) RNA polymerase sigma factor FliA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
VD12_contigs.fa	contig00028	16665	17465	+	VFG043099(gb|WP_001302033)	1-801/801	===============	0/0	100.00	82.77	VFDB_full		VFG043099(gb|WP_001302033) (tcyJ) cystine ABC transporter substrate-binding protein [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
VD12_contigs.fa	contig00028	46174	46753	+	VFG043045(gb|NP_460881)	6-585/585	===============	0/0	99.15	84.66	VFDB_full		VFG043045(gb|NP_460881) (flhC) regulator of flagellar biosynthesis [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
VD12_contigs.fa	contig00028	46877	47764	+	VFG043044(gb|NP_460880)	1-888/888	===============	0/0	100.00	84.46	VFDB_full		VFG043044(gb|NP_460880) (motA) flagellar motor stator protein MotA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
VD12_contigs.fa	contig00028	50751	51239	+	VFG043093(gb|WP_000147304)	1-489/504	===============	0/0	97.02	82.62	VFDB_full		VFG043093(gb|WP_000147304) (cheW) chemotaxis protein CheW [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
VD12_contigs.fa	contig00029	38975	39621	-	VFG049013(gb|WP_004201684)	1-647/651	===============	0/0	99.39	85.47	VFDB_full		VFG049013(gb|WP_004201684) (rcsB) transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae 342]	
VD12_contigs.fa	contig00041	2935	3609	-	VFG000475(gb|NP_460201)	1-675/675	===============	0/0	100.00	80.30	VFDB_full		VFG000475(gb|NP_460201) (phoP) response regulator in two-component regulatory system with PhoQ [PhoPQ (VF0111) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
VD12_contigs.fa	contig00051	5074	6123	-	VFG043081(gb|WP_000589319)	49-1098/1098	========/======	2/2	95.54	81.07	VFDB_full		VFG043081(gb|WP_000589319) (flgI) flagellar basal body P-ring protein FlgI [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
VD12_contigs.fa	contig00051	6184	6882	-	VFG043028(gb|NP_460151)	1-699/699	========/======	2/2	99.86	82.29	VFDB_full		VFG043028(gb|NP_460151) (flgH) flagellar basal body L-ring protein [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
VD12_contigs.fa	contig00051	6940	7722	-	VFG043027(gb|NP_460150)	1-783/783	===============	0/0	100.00	86.46	VFDB_full		VFG043027(gb|NP_460150) (flgG) flagellar basal-body rod protein FlgG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
VD12_contigs.fa	contig00051	10467	10871	-	VFG043075(gb|WP_001196460)	1-405/405	===============	0/0	100.00	83.46	VFDB_full		VFG043075(gb|WP_001196460) (flgC) flagellar basal body rod protein FlgC [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
VD12_contigs.fa	contig00051	10878	11291	-	VFG043022(gb|NP_460145)	1-414/417	===============	0/0	99.28	80.19	VFDB_full		VFG043022(gb|NP_460145) (flgB) flagellar basal body rod protein FlgB [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
VD12_contigs.fa	contig00055	2051	3096	+	VFG043544(gb|WP_000750416)	1-1031/1041	========/======	7/21	98.75	84.94	VFDB_full		VFG043544(gb|WP_000750416) (ompA) porin OmpA [Z1307 (VF1158) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
VD12_contigs.fa	contig00077	3734	4518	+	VFG048481(gb|WP_014228352)	1-785/795	========/======	2/2	98.62	81.81	VFDB_full		VFG048481(gb|WP_014228352) (fepC) iron-enterobactin transporter ATP-binding protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca KCTC 1686]	
VD12_contigs.fa	contig00077	10031	12271	+	VFG048519(gb|WP_012968731)	1-2229/2229	========/======	14/42	99.33	82.00	VFDB_full		VFG048519(gb|WP_012968731) (fepA) outer membrane receptor FepA [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]	
VD12_contigs.fa	contig00085	5994	7523	-	VFG048635(gb|WP_042934369)	1-1530/1533	===============	0/0	99.80	87.91	VFDB_full		VFG048635(gb|WP_042934369) (vipB/tssC) type VI secretion system contractile sheath large subunit VipB [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
VD12_contigs.fa	contig00085	7565	8056	-	VFG048625(gb|WP_014229069)	1-492/492	===============	0/0	100.00	82.93	VFDB_full		VFG048625(gb|WP_014229069) (vipA/tssB) type VI secretion system contractile sheath small subunit VipA [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
VD12_contigs.fa	contig00086	13758	16331	+	VFG049194(gb|WP_004150973)	1-2574/2574	===============	0/0	100.00	86.83	VFDB_full		VFG049194(gb|WP_004150973) (clpV) ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae JM45]	
VD12_contigs.fa	contig00098	648	958	-	VFG043106(gb|WP_001274299)	7-314/315	========/======	2/5	97.46	81.73	VFDB_full		VFG043106(gb|WP_001274299) (fliE) flagellar hook-basal body complex protein FliE [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
VD12_contigs.fa	contig00098	2862	3860	+	VFG043057(gb|NP_460923)	1-996/996	========/======	1/3	100.00	87.89	VFDB_full		VFG043057(gb|NP_460923) (fliG) flagellar motor switch protein FliG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
VD12_contigs.fa	contig00098	4563	5924	+	VFG043110(gb|WP_000213294)	1-1362/1374	========/======	4/4	98.98	81.89	VFDB_full		VFG043110(gb|WP_000213294) (fliI) flagellum-specific ATP synthase FliI [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
VD12_contigs.fa	contig00098	8212	9216	+	VFG043114(gb|WP_010904778)	1-1005/1005	===============	0/0	100.00	84.58	VFDB_full		VFG043114(gb|WP_010904778) (fliM) flagellar motor switch protein FliM [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
VD12_contigs.fa	contig00098	9213	9626	+	VFG043064(gb|NP_460930)	1-414/414	===============	0/0	100.00	86.23	VFDB_full		VFG043064(gb|NP_460930) (fliN) flagellar motor switch protein FliN [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
VD12_contigs.fa	contig00098	10063	10736	+	VFG043117(gb|WP_001253441)	61-734/738	.=======/======	2/4	91.06	82.40	VFDB_full		VFG043117(gb|WP_001253441) (fliP) flagellar type III secretion system pore protein FliP [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
VD12_contigs.fa	contig00098	10751	11016	+	VFG043118(gb|WP_000187358)	1-266/270	===============	0/0	98.52	82.71	VFDB_full		VFG043118(gb|WP_000187358) (fliQ) flagellar biosynthesis protein FliQ [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
VD12_contigs.fa	contig00109	4358	6429	-	VFG043086(gb|WP_000067016)	6-2077/2079	========/======	2/6	99.52	82.02	VFDB_full		VFG043086(gb|WP_000067016) (flhA) flagellar biosynthesis protein FlhA [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
VD12_contigs.fa	contig00109	7725	8365	-	VFG043036(gb|NP_460872)	1-641/645	===============	0/0	99.38	83.46	VFDB_full		VFG043036(gb|NP_460872) (cheZ) protein phosphatase CheZ [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
VD12_contigs.fa	contig00109	8376	8765	-	VFG043037(gb|NP_460873)	1-390/390	===============	0/0	100.00	84.36	VFDB_full		VFG043037(gb|NP_460873) (cheY) two-component system response regulator [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
VD12_contigs.fa	contig00109	8783	9832	-	VFG043038(gb|NP_460874)	1-1050/1050	===============	0/0	100.00	85.14	VFDB_full		VFG043038(gb|NP_460874) (cheB) chemotaxis response regulator protein-glutamate methylesterase [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
VD12_contigs.fa	contig00109	9829	10695	-	VFG043039(gb|NP_460875)	1-867/867	===============	0/0	100.00	81.55	VFDB_full		VFG043039(gb|NP_460875) (cheR) chemotaxis protein-glutamate O-methyltransferase [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
VD12_contigs.fa	contig00122	462	1154	+	VFG048657(gb|WP_014838713)	1-690/690	========/======	1/3	100.00	88.17	VFDB_full		VFG048657(gb|WP_014838713) (dotU/tssL) type VI secretion system protein DotU/TssL family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
VD12_contigs.fa	contig00122	1151	2854	+	VFG048669(gb|WP_014229669)	1-1708/1713	========/======	7/16	99.12	82.96	VFDB_full		VFG048669(gb|WP_014229669) (ompA) OmpA family protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
VD12_contigs.fa	contig00122	2864	3350	+	VFG048679(gb|WP_014838711)	2-488/492	===============	0/0	98.98	90.35	VFDB_full		VFG048679(gb|WP_014838711) (hcp/tssD) type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
VD12_contigs.fa	contig00122	3527	6100	+	VFG048692(gb|WP_012541980)	1-2592/2655	========/======	8/26	96.80	80.12	VFDB_full		VFG048692(gb|WP_012541980) (clpV/tssH) type VI secretion system ATPase TssH [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae 342]	
VD12_contigs.fa	contig00123	153	3250	-	VFG048749(gb|WP_014229651)	372-3469/3471	.=======/======	2/2	89.23	88.96	VFDB_full		VFG048749(gb|WP_014229651) (icmF/tssM) type VI secretion protein TssM [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
VD12_contigs.fa	contig00126	367	2121	-	VFG048764(gb|WP_014838697)	1-1755/1755	===============	0/0	100.00	88.78	VFDB_full		VFG048764(gb|WP_014838697) (tssF) type VI secretion system baseplate subunit TssF [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
VD12_contigs.fa	contig00142	298	841	+	VFG048782(gb|WP_038423150)	1-544/546	===============	0/0	99.63	84.01	VFDB_full		VFG048782(gb|WP_038423150) (sciN/tssJ) type VI secretion system lipoprotein TssJ [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
VD12_contigs.fa	contig00142	855	1279	+	VFG049292(gb|WP_014838282)	13-437/456	===============	0/0	93.20	83.29	VFDB_full		VFG049292(gb|WP_014838282) (impF) type VI secretion system baseplate subunit TssE [T6SS-III (VF0784) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
VD14_contigs.fa	contig00001	5279	5743	-	VFG037697(gb|WP_000786881)	1-465/465	===============	0/0	100.00	88.17	VFDB_full		VFG037697(gb|WP_000786881) (pgaD) poly-beta-16-N-acetyl-D-glucosamine biosynthesis protein PgaD [PNAG (VF0472) - Biofilm (VFC0271)] [Acinetobacter baumannii D1279779]	
VD14_contigs.fa	contig00001	5740	6987	-	VFG037676(gb|WP_000866245)	1-1248/1248	===============	0/0	100.00	87.90	VFDB_full		VFG037676(gb|WP_000866245) (pgaC) poly-beta-16 N-acetyl-D-glucosamine synthase [PNAG (VF0472) - Biofilm (VFC0271)] [Acinetobacter baumannii AB0057]	
VD14_contigs.fa	contig00001	6987	8816	-	VFG037668(gb|WP_020753304)	1-1830/1830	========/======	2/2	99.95	84.05	VFDB_full		VFG037668(gb|WP_020753304) (pgaB) poly-beta-16-N-acetyl-D-glucosamine N-deacetylase PgaB [PNAG (VF0472) - Biofilm (VFC0271)] [Acinetobacter baumannii BJAB0715]	
VD14_contigs.fa	contig00001	8816	11254	-	VFG037648(gb|WP_000913301)	1-2439/2439	===============	0/0	100.00	87.66	VFDB_full		VFG037648(gb|WP_000913301) (pgaA) poly-beta-16 N-acetyl-D-glucosamine export porin PgaA [PNAG (VF0472) - Biofilm (VFC0271)] [Acinetobacter baumannii AB0057]	
VD14_contigs.fa	contig00001	81071	82090	-	VFG037623(gb|WP_002017500)	1-1020/1020	===============	0/0	100.00	89.90	VFDB_full		VFG037623(gb|WP_002017500) (csuE) Csu pilus tip adhesin CsuE [Csu fimbriae (VF0461) - Biofilm (VFC0271)] [Acinetobacter baumannii AB0057]	
VD14_contigs.fa	contig00001	82087	84576	-	VFG037616(gb|WP_020753325)	1-2499/2499	========/======	1/9	99.64	89.60	VFDB_full		VFG037616(gb|WP_020753325) (csuD) Csu pilus usher protein CsuD [Csu fimbriae (VF0461) - Biofilm (VFC0271)] [Acinetobacter baumannii BJAB0715]	
VD14_contigs.fa	contig00001	84573	85406	-	VFG037603(gb|WP_153565311)	1-834/834	===============	0/0	100.00	90.65	VFDB_full		VFG037603(gb|WP_153565311) (csuC) Csu pilus chaperone protein CsuC  [Csu fimbriae (VF0461) - Biofilm (VFC0271)] [Acinetobacter baumannii BJAB0715]	
VD14_contigs.fa	contig00001	85400	85918	-	VFG037592(gb|WP_000876473)	1-519/519	===============	0/0	100.00	87.48	VFDB_full		VFG037592(gb|WP_000876473) (csuB) Csu pilus subunit CsuB [Csu fimbriae (VF0461) - Biofilm (VFC0271)] [Acinetobacter baumannii D1279779]	
VD14_contigs.fa	contig00001	85923	86471	-	VFG037570(gb|WP_000576999)	1-549/549	===============	0/0	100.00	89.62	VFDB_full		VFG037570(gb|WP_000576999) (csuA) Csu pilus subunit CsuA [Csu fimbriae (VF0461) - Biofilm (VFC0271)] [Acinetobacter baumannii 1656-2]	
VD14_contigs.fa	contig00001	86545	87087	-	VFG037568(gb|YP_005799494)	1-543/543	===============	0/0	100.00	95.95	VFDB_full		VFG037568(gb|YP_005799494) (csuA/B) Csu pilus major pilin subunit CsuA/B [Csu fimbriae (VF0461) - Biofilm (VFC0271)] [Acinetobacter baumannii TCDC-AB0715]	
VD14_contigs.fa	contig00001	143801	144280	-	VFG050893(gb|WP_000782994.1)	1-480/480	===============	0/0	100.00	91.46	VFDB_full		VFG050893(gb|WP_000782994.1) (gspM) general secretion pathway protein M [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii BJAB0715]	
VD14_contigs.fa	contig00001	144280	145419	-	VFG050872(gb|WP_001985386.1)	1-1140/1140	===============	0/0	100.00	90.26	VFDB_full		VFG050872(gb|WP_001985386.1) (gspL) general secretion pathway protein L [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii AB0057]	
VD14_contigs.fa	contig00001	177559	179316	-	VFG050781(gb|WP_001020905.1)	1-1758/1758	===============	0/0	100.00	91.35	VFDB_full		VFG050781(gb|WP_001020905.1) (gspE2) putative secretion pathway ATPase [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii SDF]	
VD14_contigs.fa	contig00001	191912	193132	+	VFG037709(gb|WP_000010642)	1-1221/1221	===============	0/0	100.00	94.51	VFDB_full		VFG037709(gb|WP_000010642) (adeF) membrane-fusion protein [AdeFGH efflux pump (VF0504) - Biofilm (VFC0271)] [Acinetobacter baumannii BJAB0715]	
VD14_contigs.fa	contig00001	193139	196318	+	VFG037726(gb|WP_001027059)	1-3180/3180	===============	0/0	100.00	95.09	VFDB_full		VFG037726(gb|WP_001027059) (adeG) cation/multidrug efflux pump [AdeFGH efflux pump (VF0504) - Biofilm (VFC0271)] [Acinetobacter baumannii D1279779]	
VD14_contigs.fa	contig00001	196331	197779	+	VFG037735(gb|WP_000633124)	1-1449/1449	===============	0/0	100.00	96.96	VFDB_full		VFG037735(gb|WP_000633124) (adeH) outer membrane protein [AdeFGH efflux pump (VF0504) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU]	
VD14_contigs.fa	contig00001	464200	465183	+	VFG037747(gb|WP_001984639)	1-984/984	===============	0/0	100.00	86.48	VFDB_full		VFG037747(gb|WP_001984639) (lpxM) lysophospholipid acyltransferase family protein [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU]	
VD14_contigs.fa	contig00002	178964	179917	-	VFG050971(gb|WP_000972583.1)	1-954/954	===============	0/0	100.00	88.05	VFDB_full		VFG050971(gb|WP_000972583.1) (tagX) type VI-associated gene X peptidoglycan hydrolase [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii AB0057]	
VD14_contigs.fa	contig00002	180537	181343	-	VFG050946(gb|WP_000083625.1)	1-807/807	===============	0/0	100.00	89.96	VFDB_full		VFG050946(gb|WP_000083625.1) (tssL) type IVB secretion system protein TssL [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU]	
VD14_contigs.fa	contig00002	181361	182725	-	VFG051026(gb|WP_000471444.1)	1-1365/1365	===============	0/0	100.00	90.92	VFDB_full		VFG051026(gb|WP_000471444.1) (tssK) type VI secretion system baseplate subunit TssK [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii AB0057]	
VD14_contigs.fa	contig00002	182742	183836	-	VFG051082(gb|WP_000020713.1)	1-1095/1095	===============	0/0	100.00	91.05	VFDB_full		VFG051082(gb|WP_000020713.1) (tssA) type VI secretion system protein TssA [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii AB0057]	
VD14_contigs.fa	contig00002	183858	186542	-	VFG051100(gb|WP_000987834.1)	1-2682/2682	========/======	1/3	100.00	91.51	VFDB_full		VFG051100(gb|WP_000987834.1) (clpV/tssH) type VI secretion system ATPase TssH [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii AYE]	
VD14_contigs.fa	contig00002	188838	192646	-	VFG050957(gb|WP_000556921.1)	1-3809/3825	===============	0/0	99.58	91.42	VFDB_full		VFG050957(gb|WP_000556921.1) (tssM) type VI secretion system membrane subunit TssM [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii AB0057]	
VD14_contigs.fa	contig00002	194086	195084	-	VFG051012(gb|WP_001190396.1)	1-999/999	===============	0/0	100.00	90.09	VFDB_full		VFG051012(gb|WP_001190396.1) (tssG) type VI secretion system baseplate subunit TssG [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii AB0057]	
VD14_contigs.fa	contig00002	195048	196859	-	VFG051004(gb|WP_020753004.1)	1-1812/1812	===============	0/0	100.00	92.77	VFDB_full		VFG051004(gb|WP_020753004.1) (tssF) type VI secretion system baseplate subunit TssF [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii BJAB0715]	
VD14_contigs.fa	contig00002	196876	197352	-	VFG050990(gb|WP_001047031.1)	1-477/477	===============	0/0	100.00	96.86	VFDB_full		VFG050990(gb|WP_001047031.1) (tssE) type VI secretion system baseplate subunit TssE [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii BJAB0715]	
VD14_contigs.fa	contig00002	197432	197935	-	VFG051043(gb|YP_001084326.1)	1-504/504	===============	0/0	100.00	97.22	VFDB_full		VFG051043(gb|YP_001084326.1) (hcp/tssD) type VI secretion system tube protein Hcp [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ATCC 17978]	
VD14_contigs.fa	contig00002	197985	199466	-	VFG051074(gb|WP_001066523.1)	1-1482/1482	===============	0/0	100.00	93.93	VFDB_full		VFG051074(gb|WP_001066523.1) (tssC) type VI secretion system contractile sheath large subunit [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii BJAB0715]	
VD14_contigs.fa	contig00002	199459	199962	-	VFG051060(gb|WP_001119042.1)	1-504/504	===============	0/0	100.00	89.68	VFDB_full		VFG051060(gb|WP_001119042.1) (tssB) type VI secretion system contractile sheath small subunit [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii BJAB0715]	
VD14_contigs.fa	contig00002	254559	257705	-	VFG050905(gb|WP_000935013.1)	1-3147/3147	===============	0/0	100.00	92.15	VFDB_full		VFG050905(gb|WP_000935013.1) (vgrG/tssI) type VI secretion system tip protein VgrG [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii AB0057]	
VD14_contigs.fa	contig00003	70393	71568	+	VFG037816(gb|WP_012297192)	1-1176/1176	===============	0/0	100.00	95.92	VFDB_full		VFG037816(gb|WP_012297192) (lpxB) lipid-A-disaccharide synthase [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii SDF]	
VD14_contigs.fa	contig00004	130271	132388	-	VFG050680(gb|YP_005800157.1)	1-2115/2115	========/======	7/19	99.62	80.10	VFDB_full		VFG050680(gb|YP_005800157.1) (pilJ) methyl-accepting chemotaxis protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii TCDC-AB0715]	
VD14_contigs.fa	contig00004	132399	132935	-	VFG050653(gb|WP_000729762.1)	1-537/537	===============	0/0	100.00	92.18	VFDB_full		VFG050653(gb|WP_000729762.1) (pilI) chemotaxis protein CheW [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii AB0057]	
VD14_contigs.fa	contig00004	132993	133355	-	VFG050638(gb|WP_000101096.1)	1-363/363	===============	0/0	100.00	90.63	VFDB_full		VFG050638(gb|WP_000101096.1) (pilH) response regulator [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii AB0057]	
VD14_contigs.fa	contig00004	133382	133765	-	VFG050625(gb|WP_000389061.1)	1-384/384	===============	0/0	100.00	97.40	VFDB_full		VFG050625(gb|WP_000389061.1) (pilG) twitching motility response regulator PilG [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU]	
VD14_contigs.fa	contig00004	160651	161687	-	VFG038174(gb|WP_000777885)	1-1037/1062	========/======	4/12	97.08	93.00	VFDB_full		VFG038174(gb|WP_000777885) (ompA) outer membrane protein OmpA [OmpA (VF0464) - Immune modulation (VFC0258)] [Acinetobacter baumannii AB0057]	
VD14_contigs.fa	contig00004	162067	162582	+	VFG050610(gb|WP_000477147.1)	1-516/516	===============	0/0	100.00	89.34	VFDB_full		VFG050610(gb|WP_000477147.1) (fimT) GspH/FimT family pseudopilin [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU]	
VD14_contigs.fa	contig00005	142829	143253	-	VFG050601(gb|WP_000788345.1)	2-426/426	===============	0/0	99.77	92.94	VFDB_full		VFG050601(gb|WP_000788345.1) (pilE) type IV pilin protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii D1279779]	
VD14_contigs.fa	contig00005	143251	143733	-	VFG050583(gb|WP_001046489.1)	1-483/483	===============	0/0	100.00	82.82	VFDB_full		VFG050583(gb|WP_001046489.1) (ABAYE_RS02125) prepilin-type N-terminal cleavage/methylation domain-containing protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii AYE]	
VD14_contigs.fa	contig00005	150294	150767	-	VFG050517(gb|WP_001214068.1)	1-474/474	===============	0/0	100.00	82.91	VFDB_full		VFG050517(gb|WP_001214068.1) (fimU) GspH/FimT family pseudopilin [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii BJAB0715]	
